assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang
3186,scene0498_00-cup-2-28-30,A cup that is closer to the wooden door.,TRUE,196,610,scene0498_00,cup,28,"['a', 'cup', 'that', 'is', 'closer', 'to', 'the', 'wooden', 'door']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
22979,scene0000_00-kitchen_cabinets-2-43-40,The cabinet not under the refrigerator.,TRUE,564,132,scene0000_00,kitchen cabinets,43,"['the', 'cabinet', 'not', 'under', 'the', 'refrigerator']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
24436,scene0203_00-blanket-2-18-16,The blankets that are on the floor,TRUE,596,429,scene0203_00,blanket,18,"['the', 'blankets', 'that', 'are', 'on', 'the', 'floor']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
1812,scene0294_00-chair-6-25-22-23-24-26-27,"This chair is on the side of the table with the wall monitor, and is closest to the three-seat couch angled in the corner.",TRUE,295,230,scene0294_00,chair,25,"['this', 'chair', 'is', 'on', 'the', 'side', 'of', 'the', 'table', 'with', 'the', 'wall', 'monitor', 'and', 'is', 'closest', 'to', 'the', 'three', 'seat', 'couch', 'angled', 'in', 'the', 'corner']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
6073,scene0024_00-book-3-19-21-59,The books on the couch in the very corner,TRUE,277,29,scene0024_00,book,19,"['the', 'books', 'on', 'the', 'couch', 'in', 'the', 'very', 'corner']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
38053,scene0547_00-monitor-3-34-35-43,"Facing the two monitors next to each other, choose the monitor on the left.",TRUE,183,663,scene0547_00,monitor,34,"['facing', 'the', 'two', 'monitors', 'next', 'to', 'each', 'other', 'choose', 'the', 'monitor', 'on', 'the', 'left']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
21341,scene0590_00-curtain-2-4-13,The curtains at the edge of the living room by the window,TRUE,19,648,scene0590_00,curtain,4,"['the', 'curtains', 'at', 'the', 'edge', 'of', 'the', 'living', 'room', 'by', 'the', 'window']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
10113,scene0499_00-chair-5-24-23-25-26-27,You are selecting one of the 4 chairs at the table.  You should select the chair against the wall and closest to the fireplace behind it.,TRUE,125,30,scene0499_00,chair,24,"['you', 'are', 'selecting', 'one', 'of', 'the', 'four', 'chairs', 'at', 'the', 'table', 'you', 'should', 'select', 'the', 'chair', 'against', 'the', 'wall', 'and', 'closest', 'to', 'the', 'fireplace', 'behind', 'it']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
39650,scene0549_00-end_table-4-5-4-6-7,End table with flowers on it,TRUE,129,29,scene0549_00,end table,5,"['end', 'table', 'with', 'flowers', 'on', 'it']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
20973,scene0030_00-blackboard-2-22-21,smaller of the two chalkboards.,TRUE,94,192,scene0030_00,blackboard,22,"['smaller', 'of', 'the', 'two', 'chalkboards']",nr3d,TRUE,TRUE,FALSE,FALSE,TRUE
12365,scene0682_00-kitchen_cabinets-4-3-2-5-11,The upper cabinet above the sink.,TRUE,656,106,scene0682_00,kitchen cabinets,3,"['the', 'upper', 'cabinet', 'above', 'the', 'sink']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12950,scene0166_00-lamp-2-9-43,Circular shade hovering over a slender brass base',TRUE,271,310,scene0166_00,lamp,9,"['circular', 'shade', 'hovering', 'over', 'a', 'slender', 'brass', 'base', ""'""]",nr3d,FALSE,FALSE,TRUE,TRUE,TRUE
